name,price,used_for,transmission,colour,make_year,mileage,engine_cc,fuel,kilometer_run,warranty,types
KIA Sportage on Sale!! (Kia),9.9,personal,Manual 4WD,Other,2001.0,13.0,2200.0,Diesel,143000.0,No Warranty,Sedan
Hyundai i20 Magna 2013 (Hyundai),17.35,10 Years,Manual -  2WD,Other,2013.0,14.0,1197.0,Petrol,44000.0,No warranty,Sedan
VOLKSWAGEN POLO GT TSI Autogear 2013 (Volkswagen),24.5,personal,Auto 2WD,White,2013.0,15.0,1200.0,Petrol,35000.0,No Warranty,Sedan
Single Handed Eeco 7 Seater 2018 For Sell,17.0,personal,Manual -  2WD,Silver,2018.0,12.0,1200.0,Petrol,41000.0,No Warranty,Sedan
Toyata Rav4 Autogear 2008 Model On Sale Urgent (Toyota),38.0,personal,Auto -  4WD,White,2008.0,12.0,2362.0,Petrol,91000.0,No Warranty,Sedan
Triber Renualt 2021 (Renault),23.5,1.6 year,Auto 2WD,Other,2021.0,16.0,999.0,Petrol,14000.0,Yes,Hatchback
Fully fresh Hyundai grand i10 Magna (Hyundai),22.25,personal,Manual 2WD,Silver,2016.0,15.0,1197.0,Petrol,33000.0,No Warranty,Sedan
car on sale (Hyundai),11.0,personal,Manual,Other,2008.0,15.0,1000.0,Petrol,88000.0,No Warranty,Sedan
Mitsubishi pajero 5 door for sale (Mitsubishi),128.0,personal,Auto 4WD,Unknown,2016.0,16.0,3200.0,Diesel,99529.0,No Warranty,SUV
grand vitara (Maruti Suzuki),75.99,Brand new,Manual 4WD,Silver,2023.0,29.87,1490.0,Hybrid,315.0,As per company rules,Sedan
Hyundai Creta (Hyundai),35.85,personal,Manual -  4WD,Other,2015.0,15.0,1591.0,Petrol,57000.0,No Warranty,Sedan
Toyota Hilux (Toyota),78.0,personal,Manual -  4WD,Other,2018.0,16.0,2755.0,Diesel,40000.0,No Warranty,SUV
Toyota Hilux (Toyota),78.0,personal,Manual -  4WD,Silver,2018.0,16.0,2755.0,Diesel,40000.0,No Warranty,SUV
tata winger school van (Tata),10.0,personal,Manual -  2WD,Yellow,2010.0,8.0,1900.0,Diesel,82000.0,No Warranty,Sedan
Toyota hilux (Toyota),78.0,personal,Manual -  4WD,Silver,2018.0,16.0,2755.0,Diesel,40000.0,No Warranty,SUV
Hyundai Creta (Hyundai),35.9,personal,Auto -  2WD,Silver,2015.0,15.0,1591.0,Petrol,57000.0,No Warranty,Sedan
Hyundai Creta (Hyundai),35.85,personal,Manual -  2WD,Silver,2015.0,15.0,1591.0,Petrol,57000.0,No Warranty,Sedan
Renault Kiger RXL MT Auto Gear (Renault),27.85,personal,Auto -  2WD,Silver,2021.0,18.0,999.0,Petrol,7000.0,No Warranty,Hatchback
SONET (KIA) (Kia),32.0,personal,Manual 2WD,Red,2021.0,15.0,1200.0,Petrol,11000.0,No Warranty,Sedan
"comapany color, fully loaded, freshcreta sx plus (Hyundai)",36.5,home,Manual -  2WD,Silver,2016.0,12.0,1600.0,Petrol,39243.0,No Warranty,Sedan
Hyundai Creta E Premium Loaded - Petrol (Hyundai),54.56,personal,Manual 2WD,Unknown,2023.0,15.0,1080.0,Petrol,13950.0,No Warranty,Sedan
Loan 15 lakh - 17 lakh cash buy this auto captiva (Chevrolet),17.0,personal,Auto -  4WD,Unknown,2013.0,20.0,1500.0,Diesel,131508.0,No Warranty,Sedan
Grand i10 Magna 2014 (Hyundai),18.75,personal,Manual -  4WD,Other,2014.0,15.0,1197.0,Petrol,42000.0,No Warranty,Sedan
polo 1.6 high-Line 2016 (Volkswagen),24.5,personal,Manual -  2WD,Other,2016.0,15.0,1600.0,Petrol,49000.0,No Warranty,Sedan
Tata nexon xm s (Tata),36.5,personal,Manual 2WD,White,2021.0,15.0,1200.0,Petrol,17000.0,No Warranty,Sedan
Hyundai getz (Hyundai),9.25,personal,Manual 2WD,Blue,2008.0,15.0,1400.0,Petrol,67000.0,No Warranty,Sedan
nissan super saloon 2005 model on sale (Nissan),11.0,personal,Manual,Silver,2005.0,15.0,1600.0,Petrol,100500.0,No Warranty,Sedan
Excellent 9817874410 (Tata),16.5,5 years,Auto 2WD,Red,2014.0,14.0,2956.0,Diesel,125000.0,No Warranty,SUV
Single hand 2018 model Isuzu S-Cab sales & Exchang (Other Brands),30.5,personal,Manual -  2WD,Unknown,2018.0,16.0,2499.0,Diesel,72982.0,No Warranty,Sedan
Toyota echo (Toyota),9.5,personal,Manual,Other,2003.0,15.0,1300.0,Petrol,140000.0,No Warranty,Sedan
Ecosport 2013 trend model (Ford),17.75,personal,Manual 2WD,White,2013.0,20.0,1200.0,Diesel,54500.0,No Warranty,Sedan
scorpio m2 di crd (Mahindra),11.85,personal,Auto -  2WD,Black,2006.0,16.0,2523.0,Diesel,206609.0,No Warranty,SUV
Maruti suzuki s cross (Maruti Suzuki),25.0,personal,Manual 2WD,Gray,2016.0,50.0,1350.0,Diesel,68664.0,No Warranty,Sedan
winger 14 seter 2018 ko fresh xa (Tata),18.0,privet,Manual -  2WD,Silver,2018.0,12.0,1900.0,Diesel,55060.0,no,Sedan
Swift Zxi 2006 Single Hand (Maruti Suzuki),13.9,17 years,Manual -  2WD,Silver,2006.0,14.0,1200.0,Petrol,55000.0,Buy back,Sedan
Tata intra V20 on sale (Tata),14.5,2 years,Manual -  2WD,Blue,2020.0,12.0,1396.0,Diesel,28000.0,No Warranty,Sedan
Toyota Corolla lx new shape with double airbag (Toyota),17.25,personal,Manual -  2WD,Black,2007.0,15.0,1600.0,Petrol,47000.0,No Warranty,Sedan
Tata Tigor (Tata),24.0,personal,Auto 2WD,Red,2020.0,15.0,1080.0,Petrol,34505.0,No Warranty,Sedan
Tata Tipper (Tata),18.0,3 yrs,Auto 2WD,Blue,2017.0,20.0,1350.0,Diesel,79000.0,No Warranty,Sedan
fresh rio hatchback on sell with sunroof (Kia),8.2,personal,Manual -  2WD,Other,2006.0,17.0,1400.0,Petrol,65000.0,No Warranty,Sedan
Mahindra bolero (Mahindra),7.5,Marketing,Auto 2WD,White,2013.0,16.0,2523.0,Diesel,142803.0,No Warranty,SUV
i20 active s (Hyundai),26.5,personal,Manual -  2WD,Unknown,2015.0,15.0,1200.0,Petrol,95970.0,No Warranty,Sedan
Hiace for sale (Toyota),38.0,personal,Manual 2WD,White,2015.0,16.0,2800.0,Diesel,108555.0,No Warranty,SUV
Family car on sale - Perodua viva (Perodua),7.65,personal,Manual -  2WD,Silver,2008.0,18.0,850.0,Petrol,36000.0,No Warranty,Hatchback
Suzuki vittara 3 door (Maruti Suzuki),8.75,personal,Manual 4WD,White,1992.0,15.0,1600.0,Petrol,100000.0,No,Sedan
Bolero Maxx on Sell. (Mahindra),14.0,personal,Manual,White,2018.0,20.0,1350.0,Diesel,34000.0,No Warranty,Sedan
well maintained fully fresh engine i20 on sale (Hyundai),12.5,office,Manual 2WD,Silver,2010.0,16.0,1200.0,Petrol,48000.0,no,Sedan
KIA Sorento (Kia),55.0,personal,Auto 4WD,Silver,2009.0,20.0,1500.0,Diesel,55000.0,No Warranty,Sedan
Hyundai Creta 2017 (Hyundai),33.9,personal,Manual -  2WD,Other,2017.0,15.0,1598.0,Petrol,41000.0,No Warranty,Sedan
Omni cargo 2016 model (Maruti Suzuki),5.5,personal,Manual -  4WD,Unknown,2016.0,18.0,800.0,Petrol,119475.0,No Warranty,Hatchback
Honda CR-V 2018 (Honda),107.0,personal,Auto 4WD,White,2018.0,15.0,1500.0,Petrol,8300.0,No Warranty,Sedan
Fresh Maruti Car On Sales (Maruti Suzuki),5.5,personal,Manual -  2WD,Silver,2006.0,15.0,800.0,Petrol,81155.0,No Warranty,Hatchback
wagan R 2008 vxi (Maruti Suzuki),8.35,10 years,Manual -  2WD,Other,2008.0,16.0,1087.0,Petrol,55000.0,No Warranty,Sedan
Terios (Daihatsu),15.0,"family , office",Manual,Red,1999.0,10.0,1300.0,Petrol,254872.0,No Warranty,Sedan
Full fresh condition zyotee mini JEEP on sale (Other Brands),9.95,12 years,Manual 2WD,Black,2010.0,14.0,1300.0,Petrol,48000.0,No Warranty,Sedan
Vw poli 1.6 single hand (Volkswagen),16.5,personal,Manual 2WD,Black,2011.0,13.0,1600.0,Petrol,47000.0,No Warranty,Sedan
Suzuki Swift Dzire 2010 Vxi (Maruti Suzuki),13.99999,personal,Auto -  2WD,White,2010.0,16.0,1200.0,Petrol,61000.0,No Warranty,Sedan
Skoda Rapid 2021 with 15 lakh Finance (Skoda),30.0,personal,Manual -  2WD,White,2021.0,15.0,1000.0,Petrol,21000.0,No Warranty,Sedan
Hyundai I10 (2014 Model) (Hyundai),17.0,9,Manual 2WD,Other,2014.0,16.5,1049.0,Petrol,41848.0,No Warranty,Sedan
2010 maruti suzuki ritz fully loaded (Maruti Suzuki),10.99,all kind,Manual 2WD,Silver,2010.0,14.0,1200.0,Petrol,750000.0,no,Sedan
Skoda Rapid 2013 (Skoda),16.25,personal use,Manual 2WD,Silver,2013.0,22.0,1500.0,Diesel,73000.0,yes,Sedan
Tata Tiago On Sale (Tata),19.8,4 years,Manual -  2WD,Other,2019.0,15.0,1200.0,Petrol,20000.0,No Warranty,Sedan
Kia sportage lxi petrol (Kia),48.5,4.5yrs,Manual 2WD,Silver,2018.0,13.0,2000.0,Petrol,52000.0,No,Sedan
all new Ford Fiesta titanium (Ford),15.0,personal,Manual -  2WD,Gray,2013.0,18.0,1500.0,Diesel,96000.0,no,Sedan
Mahindra Bolero 2009 model for sale (Mahindra),8.9,personal,Manual 2WD,White,2009.0,16.0,2523.0,Diesel,170321.0,No Warranty,SUV
Ford Eco sport (2015) white (Ford),21.5,personal,Manual -  2WD,White,2015.0,15.0,1500.0,Petrol,70000.0,No Warranty,Sedan
407 Tata Mini Trac Sell (Tata),9.25,5 years,Manual,Other,2017.0,10.0,1350.0,Diesel,40000.0,No,Sedan
2010 Model New Shape I10 Magna 1.2 On Sale (Hyundai),14.75,10 Years,Manual -  2WD,Other,2010.0,14.0,1200.0,Petrol,61000.0,@,Sedan
Hyundai Getz 2009 Model Full Option (Hyundai),9.2,personal,Manual -  2WD,Unknown,2009.0,15.0,1350.0,Petrol,72000.0,No Warranty,Sedan
Excellent Condition Suzuki Eeco van 2012 on Sale (Maruti Suzuki),12.25,personal,Manual 2WD,Other,2012.0,12.0,1200.0,Petrol,48000.0,No Warranty,Sedan
Excellent Condition Suzuki Swift Zxi 2008 on sale (Maruti Suzuki),13.99999,personal,Manual 2WD,Other,2008.0,13.0,1300.0,Petrol,66000.0,No Warranty,Sedan
Hyundai i10 (Hyundai),24.0,2 years,Manual -  2WD,Silver,2020.0,50.0,1200.0,Petrol,26500.0,no,Sedan
Tata sumo ex gold (Tata),11.75,SUV/Jeep,Manual,Other,2013.0,16.0,2956.0,Diesel,93000.0,No Warranty,SUV
Suzuki Swift Dzire VXI 2009 (Maruti Suzuki),11.9,personal,Manual -  2WD,Silver,2009.0,15.0,1200.0,Petrol,60000.0,No Warranty,Sedan
Very Fresh Car for Sale(2016) (Skoda),19.75,6 years,Manual 2WD,White,2016.0,50.0,1.4,Diesel,60000.0,No,Hatchback
Rav4 (Toyota),65.0,4,Manual -  2WD,Other,2013.0,12.0,2500.0,Petrol,55000.0,1,Sedan
Hyundai Matrix with Sunroof (Hyundai),6.5,personal,Manual -  2WD,Unknown,2003.0,15.0,1200.0,Petrol,290639.0,No Warranty,Sedan
Toyota avanza 2006 for sales (Toyota),18.0,Prosnal,Auto 2WD,Silver,2006.0,11.0,1300.0,Petrol,8500.0,No,Sedan
Ford Freestyle Titanium On Sale (Ford),24.95,personal,Auto 2WD,White,2018.0,15.0,1200.0,Petrol,28800.0,No Warranty,Sedan
Jyoti For Sale (Other Brands),10.5,Bharosa,Manual -  2WD,Red,2011.0,12.0,1500.0,Petrol,76000.0,No Warranty,Sedan
Lxi Alto (Maruti Suzuki),13.5,Bharosa,Manual -  2WD,White,2016.0,16.0,800.0,Petrol,56000.0,No Warranty,Hatchback
Scorpio S5+ 2020 Model (Mahindra),42.0,personal,Manual -  4WD,White,2020.0,20.0,1350.0,Diesel,40189.0,No Warranty,Sedan
vitara brezza zdi+ (Maruti Suzuki),30.25,5,Manual -  2WD,White,2017.0,17.0,1250.0,Diesel,50000.0,no,Sedan
Suzuki swift zxi 2014 (Maruti Suzuki),20.0,personal,Manual -  2WD,Silver,2014.0,14.0,1500.0,Petrol,89542.0,No Warranty,Sedan
Scorpio S4 Plus 2017 model (Mahindra),36.0,personal,Manual -  4WD,Blue,2017.0,20.0,1350.0,Diesel,73403.0,No Warranty,Sedan
Mahindra tipper (Mahindra),18.0,personal construction,Auto 2WD,Blue,2018.0,16.0,2609.0,Diesel,23000.0,No Warranty,SUV
FORD ECO SPORTS IN IMMACULATE CONDITION (Ford),23.5,4 YRS,Manual,Other,2018.0,15.0,1500.0,Petrol,35500.0,No Warranty,Sedan
"Swift Dzire vxi ,2008 model, petrol,9851016822 (Maruti Suzuki)",12.5,personal,Manual -  2WD,Other,2008.0,15.0,1300.0,Petrol,66235.0,No Warranty,Sedan
"Nios grand i10 magna,2021 model, petrol,9851016822 (Hyundai)",27.75,personal,Manual -  2WD,Gray,2021.0,15.0,1200.0,Petrol,12000.0,No Warranty,Sedan
Singelhand 2018 breeza zdi+ with finance (Maruti Suzuki),33.5,3 years,Manual 2WD,White,2018.0,18.0,1300.0,Diesel,32000.0,No Warranty,Sedan
"Grand i10 magna ,2017 model,9851016822,Finance hnx (Hyundai)",22.25,personal,Manual -  2WD,Red,2017.0,15.0,1200.0,Petrol,33256.0,No Warranty,Sedan
"full option Swift zxi ,2014 model,9851016822 (Maruti Suzuki)",20.75,personal,Manual -  2WD,Silver,2014.0,15.0,1200.0,Petrol,42136.0,No Warranty,Sedan
"Swift zxi with push button,2017 model, petrol, (Maruti Suzuki)",25.5,personal,Manual -  2WD,Silver,2017.0,15.0,1200.0,Petrol,39523.0,No Warranty,Sedan
"Eeco van 7 seater with airbag Petrol,2020 model, (Maruti Suzuki)",18.5,personal,Manual -  2WD,Silver,2020.0,15.0,1200.0,Petrol,23000.0,No Warranty,Sedan
"Hyundai Grand I10, 2018 Model, Only 17000km Silver (Hyundai)",23.5,private (home-office),Manual 2WD,Silver,2018.0,15.0,1200.0,Petrol,17000.0,upto 2025 March,Sedan
2020 Wagon r new 1200cc facelift with 75% finance (Maruti Suzuki),21.9,2 years,Manual 2WD,Silver,2019.0,18.0,1200.0,Petrol,17300.0,No Warranty,Sedan
Suzuki Alto Lxi 2018 Model (Maruti Suzuki),13.99,personal,Manual,Silver,2018.0,18.0,800.0,Petrol,42000.0,No Warranty,Hatchback
Hilux Tiger 2002 model (Toyota),16.25,Official purpose,Manual 4WD,Green,2002.0,10.0,3000.0,Diesel,150000.0,No Warranty,SUV
Maruti Suzuki Wagon R VXI 2013 last model (Maruti Suzuki),14.05,9 years,Manual 2WD,White,2013.0,21.0,998.0,Petrol,46160.0,No Warranty,Hatchback
Hyundai Verna SX 1.6 (Hyundai),19.5,personal,Manual 2WD,Blue,2012.0,50.0,1600.0,Petrol,71000.0,No Warranty,Sedan
Maruti Suzuki Ciaz ZXI | 2015 |45000km (Maruti Suzuki),25.0,Personal,Manual 2WD,Silver,2015.0,50.0,1400.0,Petrol,45000.0,No Warranty,Sedan
nexon xz+ petrol 2020 single ownership (Tata),32.5,personal,Manual -  2WD,Unknown,2020.0,15.0,1080.0,Petrol,35000.0,No Warranty,Sedan
Toyota Rav 4 Auto Gear 9741819070 (Toyota),12.45,personal,Auto -  4WD,White,1998.0,15.0,1997.0,Petrol,248580.0,No Warranty,Sedan
Tata nissan CRX (Mahindra),7.5,personal,Manual -  2WD,Unknown,2009.0,20.0,1500.0,Diesel,226407.0,No Warranty,Sedan
Tata zest xt 2016 model for sale (Tata),18.5,personal,Manual 2WD,White,2016.0,15.0,1200.0,Petrol,39000.0,No Warranty,Sedan
"Perodua myvi 2009 model, excellent condition (Perodua)",7.7,personal,Auto -  2WD,Silver,2009.0,12.0,1300.0,Petrol,75000.0,No Warranty,Sedan
2018 model Mahindra Electric car E2O plus P6 (Mahindra),19.75,personal,Auto -  2WD,Silver,2018.0,100.0,0.0,Electric,85310.0,No Warranty,Hatchback
Nissan Navara (Nissan),12.0,personal,Manual -  4WD,White,2005.0,20.0,1500.0,Diesel,246249.0,No Warranty,Sedan
2015 Model Daihatsu Terios 4 wd drive 9847699255 (Daihatsu),44.5,personal,Manual -  4WD,Other,2015.0,15.0,1500.0,Petrol,43000.0,No Warranty,Sedan
maruti suzuki wagner (Maruti Suzuki),15.5,5,Manual -  2WD,Other,2014.0,20.0,1000.0,Petrol,48.0,non,Sedan
Tata Yodha on sale (Tata),13.0,personal,Auto -  2WD,White,2018.0,20.0,1350.0,Diesel,46000.0,No Warranty,Sedan
Swift zxi 2016 (Maruti Suzuki),23.75,personal,Manual -  2WD,Silver,2016.0,15.0,1200.0,Petrol,38000.0,No Warranty,Sedan
Grand i10 Asta 2016 (Hyundai),23.75,personal,Manual -  2WD,Silver,2016.0,14.0,1200.0,Petrol,52000.0,No Warranty,Sedan
Toyota Corolla Lx Fully Loaded Double Airbags (Toyota),17.5,personal,Manual -  2WD,Blue,2007.0,15.0,1600.0,Petrol,47000.0,No Warranty,Sedan
Maruti Delivery Van (Maruti Suzuki),5.05,Household use,Manual 2WD,White,2015.0,15.0,800.0,Petrol,52500.0,No Warranty,Hatchback
Maruti suzuki Celerio Vxi Auto 2014 model for sale (Maruti Suzuki),18.0,personal,Auto 2WD,Green,2014.0,15.0,1000.0,Petrol,47000.0,No Warranty,Sedan
Ford Figo Single Woner No Dent Super Fresh Car (Ford),16.5,personal,Manual -  2WD,Red,2017.0,15.0,1200.0,Petrol,43000.0,No Warranty,Sedan
Toyota Avanza 7 seater for sale 2013 model (Toyota),21.5,personal,Manual 2WD,Silver,2013.0,15.0,1300.0,Petrol,53000.0,No Warranty,Sedan
Mahindra Bolero DC 2017 pickup for sale (Mahindra),19.5,personal,Manual 4WD,White,2017.0,16.0,2523.0,Diesel,38000.0,No Warranty,SUV
Hyundai i20 sports 2010 model for sale (Hyundai),15.5,personal,Manual 2WD,Other,2010.0,12.0,1200.0,Petrol,73747.0,No Warranty,Sedan
Maruti suzuki eco van for sale 2016 model (Maruti Suzuki),14.5,personal,Manual 2WD,Silver,2016.0,15.0,1200.0,Petrol,54590.0,No Warranty,Sedan
Grand i 10 Astha 14 modrl (Hyundai),19.5,personal,Manual 2WD,Gray,2014.0,15.0,1200.0,Petrol,63000.0,No Warranty,Sedan
sentro Xing (Hyundai),11.5,personal,Manual,White,2009.0,15.0,1086.0,Petrol,60000.0,No Warranty,Sedan
Ford Figo On Sale (Ford),9.99999,Year,Manual -  2WD,Black,2011.0,13.0,1199.0,Petrol,53000.0,No,Sedan
suzuki brezza (Maruti Suzuki),41.0,2years,Manual -  2WD,Black,2021.0,15.0,1500.0,Petrol,24500.0,No Warranty,Sedan
4w Suv On Sale In Very Very Barand New Condition (Mahindra),23.99999,Few year,Manual -  4WD,White,2020.0,14.0,0.0,Diesel,49000.0,No,Hatchback
Honda civic (Honda),15.75,10,Manual 2WD,Other,2007.0,10.0,1600.0,Petrol,60000.0,No,Sedan
Car for sale (Hyundai),10.0,personal,Manual 2WD,Blue,2012.0,17.0,814.0,Petrol,47000.0,No Warranty,Hatchback
Suzuki swift VXI (Maruti Suzuki),14.5,personal,Manual 2WD,Unknown,2010.0,15.0,1200.0,Petrol,205443.0,No Warranty,Sedan
terios on sale (Daihatsu),25.5,personal,Manual -  4WD,Unknown,2007.0,15.0,1500.0,Petrol,53000.0,No Warranty,Sedan
Hatti gadi Mahindra maximo plus color white (Mahindra),4.5,2013 Model,Manual,White,2013.0,15.0,901.0,Diesel,16057.0,No Warranty,Hatchback
Toyota aca33r 2008 For Sell (Toyota),50.0,personal,Manual -  4WD,Black,2008.0,16.0,2362.0,Diesel,226983.0,No Warranty,Sedan
Datsun Go Sale Second Hand (Datsun),13.25,personal,Manual,Gray,2015.0,15.0,1200.0,Petrol,87689.0,No Warranty,Sedan
Hyundai I 10 asta for sale (Hyundai),20.0,personal,Manual -  2WD,Other,2014.0,25.0,1200.0,Petrol,62000.0,No Warranty,Sedan
Eeco Van 2018 Model (Maruti Suzuki),15.25,personal,Manual -  2WD,White,2018.0,15.0,1200.0,Petrol,63000.0,No Warranty,Sedan
Chevrolet yuva (Chevrolet),6.8,4 Years,Manual,Other,2008.0,10.0,1200.0,Petrol,72000.0,No Warranty,Sedan
Hyundai Creta SX (Facelift) 2019 For Sale (Hyundai),44.5,4 Years,Manual -  2WD,Other,2019.0,12.0,1598.0,Petrol,37000.0,Manufacturer/ Importer,Sedan
Suzuki maruti 800 (Maruti Suzuki),6.0,All,Manual 2WD,Other,2006.0,18.0,800.0,Petrol,266875.0,No,Hatchback
Kia Soprtage GT line 2021 (Kia),90.0,Single handed,Auto 2WD,White,2021.0,10.0,2000.0,Petrol,30000.0,No Warranty,Sedan
Santro xing (Hyundai),11.7,personal,Manual -  2WD,Red,2009.0,15.0,1100.0,Petrol,184248.0,No Warranty,Sedan
Car On Sale (Tata),9.0,personal,Manual -  2WD,White,2015.0,15.0,1200.0,Petrol,63.0,No Warranty,Sedan
urgent sale (Tata),14.0,Personal,Manual -  2WD,Silver,2010.0,12.0,2200.0,Petrol,57200.0,No Warranty,Sedan
Hyundai santro for sell (Hyundai),11.5,Private,Manual 2WD,Blue,2008.0,20.0,1200.0,Petrol,11111.0,No,Sedan
Maruti Suzuki Alto for sale (Maruti Suzuki),6.3,Personal use,Auto 2WD,Silver,2000.0,18.0,800.0,Petrol,4950.0,No Warranty,Hatchback
Toyota | Fortuner | 2010 | 4WD | SUV (Toyota),57.5,Private Use,Manual 2WD,Black,2010.0,10.0,3000.0,Petrol,105000.0,No Warranty,SUV
Tata nano with ac (Tata),3.9,10 years,Manual -  2WD,White,2012.0,23.0,624.0,Petrol,35000.0,No Warranty,Hatchback
SUPER FRESH CONDITION ZYOTEE MINI JEEP ON SALE (Other Brands),8.75,12 years,Manual 2WD,White,2009.0,14.0,1300.0,Petrol,52000.0,No Warranty,Sedan
Scoripio (Mahindra),36.75,personal,Manual -  4WD,Blue,2017.0,16.0,2200.0,Diesel,65000.0,No Warranty,Sedan
2009 ko kia spotes tu sell (Kia),16.0,personal,Auto -  2WD,Other,2009.0,10.0,1900.0,Petrol,76000.0,No Warranty,Sedan
2010 ZOTYE 1.3 SINGLE HAND (Other Brands),10.25,personal,Manual 2WD,Black,2010.0,13.0,1300.0,Petrol,55000.0,No Warranty,Sedan
Isuzu scab 2021 exchange or sell (Other Brands),35.5,personal,Manual 2WD,Unknown,2021.0,16.0,2500.0,Diesel,42640.0,No Warranty,Sedan
712 mina bus sale and exchange car bike bullet (Tata),18.5,5,Manual 2WD,White,2015.0,8.0,4000.0,Diesel,105000.0,No,SUV
50% फाईन्नस सुबिधा भएको ciaz car बिक्रीमा (Maruti Suzuki),22.0,personal,Manual -  2WD,White,2015.0,17.0,1387.0,Petrol,44500.0,no,Sedan
Hyundai Creta (Hyundai),55.0,personal,Manual 2WD,Silver,2018.0,15.0,1600.0,Petrol,30000.0,No Warranty,Sedan
MG Hector Shine (Other Brands),48.0,personal,Manual 2WD,Black,2021.0,15.0,1080.0,Petrol,7700.0,No Warranty,Sedan
Ford ecoport Trend model (Ford),25.0,personal,Manual 2WD,Brown,2016.0,15.0,1500.0,Petrol,45000.0,No Warranty,Sedan
Car for sales (Maruti Suzuki),7.15,personal,Manual 4WD,Unknown,2009.0,18.0,800.0,Petrol,80000.0,No Warranty,Hatchback
Honda city 2015 (Honda),23.2,personal,Manual -  2WD,Silver,2015.0,15.0,1490.0,Petrol,30100.0,No Warranty,Sedan
Cevrolet Spark 2009 Model Full Loded (Chevrolet),9.0,personal,Auto 2WD,Other,2009.0,50.0,1000.0,Petrol,85000.0,No Warranty,Sedan
Santro Xing For Sale (Hyundai),9.75,personal,Auto -  2WD,Blue,2005.0,15.0,1100.0,Petrol,82000.0,No Warranty,Sedan
toyota fortuner (Toyota),97.0,year,Manual -  4WD,White,2015.0,12.0,3000.0,Diesel,45000.0,No Warranty,SUV
Full Option Santro Xing Urgent Sale (Hyundai),8.75,personal,Manual -  2WD,Other,2004.0,15.0,1068.0,Petrol,297037.0,No Warranty,Sedan
Hyundai i10 sportz for sale (Hyundai),14.5,private use,Auto -  2WD,Other,2009.0,15.0,1200.0,Petrol,80000.0,no warenty,Sedan
creta sx sale.showroom condition (Hyundai),57.0,1 year,Manual 2WD,Red,2021.0,12.0,1500.0,Petrol,14000.0,No Warranty,Sedan
Ford Figo (Ford),10.75,personal,Manual -  2WD,Black,2011.0,15.0,1200.0,Petrol,60000.0,No Warranty,Sedan
2010 model (Maruti Suzuki),7.75,personal,Manual -  2WD,Unknown,2010.0,15.0,1200.0,Petrol,149654.0,No Warranty,Sedan
Volkswagen Polo 2018 (Volkswagen),24.5,personal,Manual 2WD,Brown,2018.0,18.0,998.0,Petrol,27969.0,No Warranty,Hatchback
CAR ON SALE (Maruti Suzuki),12.5,office only,Manual -  2WD,Unknown,2009.0,15.0,1200.0,Petrol,137885.0,No Warranty,Sedan
Kia Rio (Kia),5.4,Good,Auto 2WD,Black,2004.0,14.0,1400.0,Petrol,60000.0,No,Sedan
Maruti Suzuki Swift Zxi 2014 (Maruti Suzuki),20.25,personal,Manual 2WD,Other,2014.0,15.0,1197.0,Petrol,47582.0,No Warranty,Sedan
MAHINDRA BOLERO PICKUP 4 WHEEL (Mahindra),11.5,personal,Manual -  4WD,Other,2016.0,12.0,2500.0,Petrol,46230.0,No Warranty,Sedan
MARUTI SUZUKI ALTO ALTO CAR 800 (Maruti Suzuki),6.0,personal,Manual -  2WD,Silver,2004.0,18.0,800.0,Petrol,63586.0,No Warranty,Hatchback
HYUNDAI SANTRO XING SEMI OPTION CAR (Hyundai),17.25,personal,Manual -  2WD,Silver,2014.0,15.0,1086.0,Petrol,52490.0,No Warranty,Sedan
ALTO K10 SEMI OPTION CAR (Hyundai),5.9,personal,Manual -  2WD,Other,2002.0,15.0,1061.0,Petrol,62570.0,No Warranty,Sedan
Hyundai | Venue S | 2019 | CUV (Hyundai),30.5,personal,Manual 2WD,Red,2019.0,12.0,1200.0,Petrol,40000.0,No Warranty,Sedan
Maruti Suzuki Swift Zxi On Sale.. (Maruti Suzuki),18.97,7years,Manual 2WD,Silver,2014.0,15.0,1197.0,Petrol,74000.0,No,Sedan
"Creta sx (o), 2019, silver color 9863861301 (Hyundai)",51.0,personal,Manual 2WD,Silver,2019.0,15.0,1600.0,Petrol,20000.0,No Warranty,Sedan
Renault Duster RXZ+ 2016 (Renault),24.75,Personal Used,Manual -  2WD,Silver,2016.0,17.0,1500.0,Diesel,75000.0,Yes,Sedan
dzire vxi 2014 (Maruti Suzuki),17.0,personal,Auto -  2WD,White,2014.0,14.0,1200.0,Petrol,65300.0,No Warranty,Sedan
Hyundai i10 Magna 1.2 2013 For Sale (Hyundai),17.0,10 Years,Manual -  2WD,Silver,2013.0,13.0,1200.0,Petrol,50000.0,Manufacturer/ Importer,Sedan
Tata nano car (Tata),3.5,7 years,Manual 4WD,Blue,2011.0,27.0,624.0,Petrol,71000.0,Engine and gearbox for two years,Hatchback
Brand new japanese vitara 4Wd😍😍😍 (Maruti Suzuki),89.5,New,Auto 4WD,Silver,2021.0,27.97,1586.0,Hybrid,1000.0,Yes,Sedan
maruti suzuki celerio vxi 2014 auto gear (Maruti Suzuki),18.0,8 years,Auto -  2WD,Other,2014.0,15.0,998.0,Petrol,47000.0,No,Hatchback
Tata sumo gold urgent on the (Tata),12.0,personal,Manual,Unknown,2009.0,20.0,1500.0,Diesel,150616.0,No Warranty,Sedan
